alg,clients,shards,threads,replica,tput
Tapir,1000,8,1,3,917.34449070095
Tapir,1000,8,2,1,2435.0726068585
Tapir,1000,8,2,3,894.80050120995
Tapir,1000,8,2,5,618.34309983295
Tapir,1000,8,3,1,2328.1305481067
Tapir,1000,8,3,3,883.86962042155
Tapir,1000,8,3,5,610.61621522985
Tapir,1000,8,3,7,493.38902621324996
Tapir,1000,8,4,1,2218.4439626593003
Tapir,1000,8,4,3,836.55648675165
Tapir,1000,8,4,5,574.5321388802499
Tapir,1000,8,4,7,463.29215422115
Tapir,1000,8,8,1,2184.8793133091
Tapir,1000,8,8,3,760.7060307651667
Tapir,1000,8,8,5,512.2369627014333
Tapir,1000,8,8,7,397.9649341617333
Tapir,1000,16,1,1,6171.127436087
Tapir,1000,16,2,1,6156.1216194615
Tapir,1000,16,2,3,2594.7304355645
Tapir,1000,16,3,1,6177.1287223755
Tapir,1000,16,3,3,3216.945894719
Tapir,1000,16,3,5,1159.3984337572501
Tapir,1000,16,4,1,6201.6946273465
Tapir,1000,16,4,3,3202.7955806535
Tapir,1000,16,4,5,1798.2679305654
Tapir,1000,16,8,1,6045.5459229436665
Tapir,1000,16,8,3,2884.877884157
Tapir,1000,16,8,5,1564.6388584653002
Tapir,1000,16,8,7,971.9647690002
Tapir,1000,32,2,1,7868.1546830075
Tapir,1000,32,3,1,7851.8807337875
Tapir,1000,32,4,1,7874.6107023245
Tapir,1000,32,4,3,4365.641581337
Tapir,1000,32,8,1,7625.434734306334
Tapir,1000,32,8,3,5120.7814869466665
Tapir,1000,32,8,5,3246.6156419893337
Tapir,1000,64,3,1,7219.6325788785
Tapir,1000,64,4,1,8353.548146895
Tapir,1000,64,8,1,8185.695345529001
Tapir,1000,128,8,1,7533.388689938
Tapir,2000,1,1,1,10.748677584465
Tapir,2000,1,1,3,4.44339596847
Tapir,2000,1,1,5,5.46944082968
Tapir,2000,1,1,7,5.86784844684
Tapir,2000,1,2,1,9.3903689868195
Tapir,2000,1,2,3,5.207005196024101
Tapir,2000,1,2,5,5.14028960972
Tapir,2000,1,2,7,4.07868732756
Tapir,2000,1,3,1,12.212753601549998
Tapir,2000,1,3,3,4.64386516342
Tapir,2000,1,3,5,5.0421565751549995
Tapir,2000,1,3,7,5.106003548165
Tapir,2000,1,4,1,10.5179295399475
Tapir,2000,1,4,3,4.3784041262399995
Tapir,2000,1,4,5,5.338569646574999
Tapir,2000,1,4,7,4.045349522785
Tapir,2000,1,8,1,10.158376557954
Tapir,2000,1,8,3,4.72047248441
Tapir,2000,1,8,5,4.127537265723333
Tapir,2000,1,8,7,4.498126920116667
Tapir,2000,2,1,1,34.8178116972
Tapir,2000,2,1,3,12.88923312455
Tapir,2000,2,1,5,13.2786826163
Tapir,2000,2,1,7,16.34587437495
Tapir,2000,2,2,1,36.28750642717
Tapir,2000,2,2,3,12.69409754536375
Tapir,2000,2,2,5,14.0061602498
Tapir,2000,2,2,7,13.8746798781
Tapir,2000,2,3,1,38.80746764806
Tapir,2000,2,3,3,24.5980102380457
Tapir,2000,2,3,5,13.18901060185
Tapir,2000,2,3,7,12.85692099445
Tapir,2000,2,4,1,34.2300264605035
Tapir,2000,2,4,3,11.5051770242
Tapir,2000,2,4,5,13.8465304983
Tapir,2000,2,4,7,12.090303505200001
Tapir,2000,2,8,1,35.71395184953666
Tapir,2000,2,8,3,11.104424155033334
Tapir,2000,2,8,5,12.450893515566667
Tapir,2000,2,8,7,11.855480293266666
Tapir,2000,4,1,1,21.4432965889
Tapir,2000,4,1,3,92.4256760769655
Tapir,2000,4,1,5,94.03512369104061
Tapir,2000,4,2,1,21.7238978671
Tapir,2000,4,2,3,89.55539271648
Tapir,2000,4,2,5,91.90918514246499
Tapir,2000,4,2,7,84.33564675830749
Tapir,2000,4,3,1,20.2327297278
Tapir,2000,4,3,3,79.15038848546999
Tapir,2000,4,3,5,80.917271280446
Tapir,2000,4,3,7,77.7183723320245
Tapir,2000,4,4,1,34.90430260562
Tapir,2000,4,4,3,69.655236162682
Tapir,2000,4,4,5,77.2447360856875
Tapir,2000,4,4,7,78.0121870529475
Tapir,2000,4,8,1,51.73722641471534
Tapir,2000,4,8,3,73.052920721682
Tapir,2000,4,8,5,75.900424395174
Tapir,2000,4,8,7,72.781829631058
Tapir,2000,8,1,1,318.5437050544
Tapir,2000,8,1,3,285.4307149846
Tapir,2000,8,2,1,319.1978039248
Tapir,2000,8,2,3,261.67908593355
Tapir,2000,8,2,5,199.70680744114998
Tapir,2000,8,3,1,289.0535777343
Tapir,2000,8,3,3,276.28774325719996
Tapir,2000,8,3,5,191.96470845875
Tapir,2000,8,3,7,169.2691011224
Tapir,2000,8,4,1,169.46834251455
Tapir,2000,8,4,3,251.34588018649998
Tapir,2000,8,4,5,186.68988479745002
Tapir,2000,8,4,7,165.07049404322998
Tapir,2000,8,8,1,169.95734819833334
Tapir,2000,8,8,3,238.18095470479997
Tapir,2000,8,8,5,177.0108813139333
Tapir,2000,8,8,7,146.65261727986334
Tapir,2000,16,1,1,5186.5898931925
Tapir,2000,16,2,1,4348.732359673
Tapir,2000,16,2,3,1464.4525661629
Tapir,2000,16,3,1,4377.3365239415
Tapir,2000,16,3,3,1564.08039416735
Tapir,2000,16,3,5,479.95319660945
Tapir,2000,16,4,1,4326.6421805775
Tapir,2000,16,4,3,1549.87320694495
Tapir,2000,16,4,5,874.7729584098
Tapir,2000,16,8,1,4104.704550493
Tapir,2000,16,8,3,1418.0487948830003
Tapir,2000,16,8,5,837.3112547145665
Tapir,2000,16,8,7,481.48927495225
Tapir,2000,32,2,1,10891.514916382499
Tapir,2000,32,3,1,12045.049584911001
Tapir,2000,32,4,1,12283.6632763655
Tapir,2000,32,4,3,3811.560768206
Tapir,2000,32,8,1,11971.168070429334
Tapir,2000,32,8,3,4432.651145656334
Tapir,2000,32,8,5,1881.5256757485665
Tapir,2000,64,3,1,9638.5404678705
Tapir,2000,64,4,1,12084.798970062
Tapir,2000,64,8,1,13046.934252843666
Tapir,2000,128,8,1,10105.240951291
Tapir,4000,1,1,1,8.492504605076
Tapir,4000,1,1,3,2.9523745375855
Tapir,4000,1,1,5,1.9566126615900001
Tapir,4000,1,1,7,1.2933371885
Tapir,4000,1,2,1,8.1277280797965
Tapir,4000,1,2,3,1.9904398410650002
Tapir,4000,1,2,5,0.7297212560085
Tapir,4000,1,2,7,1.061275626579
Tapir,4000,1,3,1,10.6814113485985
Tapir,4000,1,3,3,3.9133647371055
Tapir,4000,1,3,5,1.8902187062965
Tapir,4000,1,3,7,1.32657535083
Tapir,4000,1,4,1,10.847930545493
Tapir,4000,1,4,3,3.0852566352705004
Tapir,4000,1,4,5,1.492381217615
Tapir,4000,1,4,7,1.0944255134705
Tapir,4000,1,8,1,8.808855136545
Tapir,4000,1,8,3,3.3316579094021335
Tapir,4000,1,8,5,2.558593092669
Tapir,4000,1,8,7,1.4125542652139333
Tapir,4000,2,1,1,43.89629823601
Tapir,4000,2,1,3,14.27469141525
Tapir,4000,2,1,5,14.5359163229
Tapir,4000,2,1,7,12.719824678399998
Tapir,4000,2,2,1,40.311075133775
Tapir,4000,2,2,3,11.80239140415
Tapir,4000,2,2,5,12.421369065250001
Tapir,4000,2,2,7,12.2899600556
Tapir,4000,2,3,1,45.49117185902
Tapir,4000,2,3,3,12.43425948155
Tapir,4000,2,3,5,11.042391170350001
Tapir,4000,2,3,7,11.465087606
Tapir,4000,2,4,1,45.077202905755
Tapir,4000,2,4,3,12.63168813215
Tapir,4000,2,4,5,12.69539840625
Tapir,4000,2,4,7,11.960575049700001
Tapir,4000,2,8,1,40.47781256003
Tapir,4000,2,8,3,10.6866243209
Tapir,4000,2,8,5,12.901799434399999
Tapir,4000,2,8,7,10.903519165333334
Tapir,4000,4,1,1,77.267334838245
Tapir,4000,4,1,3,29.692485123300003
Tapir,4000,4,1,5,30.588503675600002
Tapir,4000,4,2,1,68.78745550803501
Tapir,4000,4,2,3,27.89429972945
Tapir,4000,4,2,5,31.07687610115
Tapir,4000,4,2,7,29.075769629
Tapir,4000,4,3,1,66.883625233
Tapir,4000,4,3,3,25.3875534564
Tapir,4000,4,3,5,28.05846074345
Tapir,4000,4,3,7,30.5430450148
Tapir,4000,4,4,1,80.484298735345
Tapir,4000,4,4,3,22.763140520550003
Tapir,4000,4,4,5,25.499964415100003
Tapir,4000,4,4,7,29.213357197
Tapir,4000,4,8,1,74.29234236802667
Tapir,4000,4,8,3,23.95830149796667
Tapir,4000,4,8,5,25.83482674
Tapir,4000,4,8,7,26.941432231933334
Tapir,4000,8,1,1,130.17082194516905
Tapir,4000,8,1,3,188.75987156343
Tapir,4000,8,2,1,119.310080060897
Tapir,4000,8,2,3,170.124887507385
Tapir,4000,8,2,5,168.8816667150275
Tapir,4000,8,3,1,114.4643067638685
Tapir,4000,8,3,3,157.09924709553502
Tapir,4000,8,3,5,158.92149227472498
Tapir,4000,8,3,7,152.101343453975
Tapir,4000,8,4,1,113.28271000659
Tapir,4000,8,4,3,156.42149068016
Tapir,4000,8,4,5,160.55840317895849
Tapir,4000,8,4,7,154.87798713902401
Tapir,4000,8,8,1,107.09645694869333
Tapir,4000,8,8,3,147.89178326587566
Tapir,4000,8,8,5,153.123160966421
Tapir,4000,8,8,7,147.71067639364892
Tapir,4000,16,1,1,559.6985021430501
Tapir,4000,16,2,1,626.72594396825
Tapir,4000,16,2,3,497.94435175815
Tapir,4000,16,3,1,590.1007053064
Tapir,4000,16,3,3,536.9845038374999
Tapir,4000,16,4,1,575.4606351029
Tapir,4000,16,4,3,510.12570684844997
Tapir,4000,16,4,5,392.4067652785
Tapir,4000,16,8,1,525.3660587418667
Tapir,4000,16,8,3,470.1668616028667
Tapir,4000,16,8,5,350.5830391222333
Tapir,4000,16,8,7,290.43111816405
Tapir,4000,32,2,1,8232.562750712
Tapir,4000,32,3,1,8145.6415500425
Tapir,4000,32,4,1,8304.9633967985
Tapir,4000,32,4,3,2493.7504401700003
Tapir,4000,32,8,1,7373.3839075390015
Tapir,4000,32,8,3,2830.055488871
Tapir,4000,32,8,5,879.4367493904666
Tapir,4000,64,3,1,10283.712384029499
Tapir,4000,64,4,1,15591.871747376
Tapir,4000,64,8,1,16327.947600040667
Tapir,4000,128,8,1,12747.193735732668
2PL,1,1,16,1,238.04771659458
2PL,1,1,16,3,205.25472448871335
2PL,1,1,16,5,171.34236548696
2PL,1,1,16,7,164.18456518798666
2PL,1,2,16,1,232.40285963416997
2PL,1,2,16,3,225.81053486356998
2PL,1,2,16,5,195.51256570454666
2PL,1,2,16,7,188.11506241232667
2PL,1,4,16,1,291.1619949912667
2PL,1,4,16,3,242.19634497169667
2PL,1,4,16,5,195.89372959619334
2PL,1,4,16,7,212.83553048838667
2PL,1,8,16,1,245.73056549123666
2PL,1,8,16,3,247.47326905049667
2PL,1,8,16,5,235.33899772942334
2PL,1,8,16,7,206.83779583271667
2PL,1,16,16,1,272.24874628973333
2PL,1,16,16,3,242.71724767115998
2PL,1,16,16,5,217.47382288223332
2PL,1,16,16,7,203.29796307614
2PL,1,32,16,1,254.14792049238
2PL,1,32,16,3,250.0648348003433
2PL,1,32,16,7,0.0
2PL,1,64,16,1,241.77053532556337
2PL,1,64,16,3,246.839174691895
2PL,1,128,16,1,279.5902910037
2PL,10,1,16,1,462.37767355116665
2PL,10,1,16,3,392.98386423486664
2PL,10,1,16,5,337.7932331705
2PL,10,1,16,7,299.20853739213334
2PL,10,2,16,1,557.6730438400333
2PL,10,2,16,3,487.4374657851667
2PL,10,2,16,5,423.4247204714666
2PL,10,2,16,7,390.99141298476667
2PL,10,4,16,1,626.5152296461666
2PL,10,4,16,3,535.0284628602
2PL,10,4,16,5,507.3109388982666
2PL,10,4,16,7,436.73140019173337
2PL,10,8,16,1,631.9879549188
2PL,10,8,16,3,601.7998234610667
2PL,10,8,16,5,530.6664250499999
2PL,10,8,16,7,479.1704323681667
2PL,10,16,16,1,656.7143199621
2PL,10,16,16,3,601.8439719705667
2PL,10,16,16,5,529.7043539546667
2PL,10,16,16,7,480.58062478946664
2PL,10,32,16,1,684.9194568756334
2PL,10,32,16,3,617.9980853656334
2PL,10,32,16,7,478.2553982449
2PL,10,64,16,1,690.4854354094667
2PL,10,64,16,3,620.35251677115
2PL,10,128,16,1,714.4966706303
2PL,20,1,16,1,472.60620454150006
2PL,20,1,16,3,372.8334025625333
2PL,20,1,16,5,332.6301955190333
2PL,20,1,16,7,301.911956825
2PL,20,2,16,1,546.3330355068666
2PL,20,2,16,3,487.5238142289666
2PL,20,2,16,5,442.83107763233335
2PL,20,2,16,7,395.7862299307333
2PL,20,4,16,1,611.7902421942
2PL,20,4,16,3,562.0066847598333
2PL,20,4,16,5,496.5651687878
2PL,20,4,16,7,446.30172822413334
2PL,20,8,16,1,650.5167904211667
2PL,20,8,16,3,618.1754561858
2PL,20,8,16,5,527.4526324220333
2PL,20,8,16,7,474.5928432589333
2PL,20,16,16,1,630.7736378101666
2PL,20,16,16,3,596.3150290876333
2PL,20,16,16,5,524.635225766
2PL,20,16,16,7,471.23698618183334
2PL,20,32,16,1,691.4369495534999
2PL,20,32,16,3,603.4061567832333
2PL,20,32,16,7,472.6346017065
2PL,20,64,16,1,728.2068556065
2PL,20,64,16,3,641.0039774453
2PL,20,128,16,1,749.9380897660667
2PL,40,1,16,1,438.0449882922
2PL,40,1,16,3,354.8901049288
2PL,40,1,16,5,311.80114637816666
2PL,40,1,16,7,278.68530461302333
2PL,40,2,16,1,547.3966779020333
2PL,40,2,16,3,468.6694351106
2PL,40,2,16,5,418.1943277437667
2PL,40,2,16,7,365.71345322840006
2PL,40,4,16,1,612.7096777061333
2PL,40,4,16,3,526.5364427939667
2PL,40,4,16,5,478.84130797586664
2PL,40,4,16,7,426.57951438853337
2PL,40,8,16,1,647.1691875465
2PL,40,8,16,3,586.1820318832333
2PL,40,8,16,5,513.5373445400667
2PL,40,8,16,7,453.1170818421333
2PL,40,16,16,1,605.5216352678334
2PL,40,16,16,3,536.5784130276667
2PL,40,16,16,5,465.2096952728666
2PL,40,16,16,7,418.74951678310003
2PL,40,32,16,1,665.3066463617333
2PL,40,32,16,3,584.5183370725334
2PL,40,32,16,7,425.9150404386
2PL,40,64,16,1,706.2029640546999
2PL,40,64,16,3,593.14545552695
2PL,40,128,16,1,710.5244852795
2PL,80,1,16,1,366.30239503009994
2PL,80,1,16,3,299.4271802373333
2PL,80,1,16,5,263.3361871418667
2PL,80,1,16,7,230.22666825296665
2PL,80,2,16,1,447.5651987583
2PL,80,2,16,3,391.4585241181333
2PL,80,2,16,5,336.6992688302667
2PL,80,2,16,7,298.3420432067333
2PL,80,4,16,1,511.8582072359
2PL,80,4,16,3,417.02447133236666
2PL,80,4,16,5,369.8912556642667
2PL,80,4,16,7,313.853063149
2PL,80,8,16,1,520.8470651438666
2PL,80,8,16,3,449.01398991036666
2PL,80,8,16,5,360.63344016643333
2PL,80,8,16,7,331.2485706370667
2PL,80,16,16,1,456.1013500622
2PL,80,16,16,3,383.2554342459
2PL,80,16,16,5,319.0687417292333
2PL,80,16,16,7,277.1673238306
2PL,80,32,16,1,484.7487324904
2PL,80,32,16,3,384.22378754796665
2PL,80,32,16,7,275.5842705347
2PL,80,64,16,1,501.09208486669996
2PL,80,64,16,3,386.44774290305
2PL,80,128,16,1,497.8243742999
2PL,100,1,16,1,275.04933299563334
2PL,100,1,16,3,241.87116051110002
2PL,100,1,16,5,210.40865080935
2PL,100,1,16,7,196.49471924086333
2PL,100,2,16,1,575.4823583481999
2PL,100,2,16,3,521.1950897718667
2PL,100,2,16,5,489.9249003401
2PL,100,2,16,7,443.4576694507667
2PL,100,4,16,1,781.9515304365667
2PL,100,4,16,3,747.7083133321333
2PL,100,4,16,5,732.5109256174001
2PL,100,4,16,7,704.4504444019334
2PL,100,8,16,1,892.6147933265333
2PL,100,8,16,3,868.4852668887667
2PL,100,8,16,5,884.5459874586335
2PL,100,8,16,7,844.7634693000333
2PL,100,16,16,1,951.9370260773667
2PL,100,16,16,3,935.9571944847333
2PL,100,16,16,5,926.8003381873667
2PL,100,16,16,7,895.3422366038
2PL,100,32,16,1,935.642684035
2PL,100,32,16,3,916.8312076858333
2PL,100,64,16,1,941.3864846729999
2PL,100,128,16,1,881.3711099846
2PL,200,1,16,1,297.2463740148
2PL,200,1,16,3,258.0342828286333
2PL,200,1,16,5,219.54768973493333
2PL,200,1,16,7,193.6618538366
2PL,200,2,16,1,677.7793137898334
2PL,200,2,16,3,590.6150081500333
2PL,200,2,16,5,538.5619581533666
2PL,200,2,16,7,487.0336079923333
2PL,200,4,16,1,1093.2963106991335
2PL,200,4,16,3,1058.1413121153
2PL,200,4,16,5,1054.8930204211001
2PL,200,4,16,7,960.4797182342332
2PL,200,8,16,1,1632.5049458021665
2PL,200,8,16,3,1606.5339684689668
2PL,200,8,16,5,1575.2286101704667
2PL,200,8,16,7,1508.2827700098333
2PL,200,16,16,1,1894.2681416639668
2PL,200,16,16,3,1891.9032855704666
2PL,200,16,16,5,1797.5216923600335
2PL,200,16,16,7,1782.4002606617667
2PL,200,32,16,1,1830.0050823678666
2PL,200,32,16,3,1894.1927024038002
2PL,200,64,16,1,1843.0454289932331
2PL,200,128,16,1,1803.4650252888332
2PL,500,1,16,1,230.60086823423333
2PL,500,1,16,3,194.4075943782
2PL,500,1,16,5,171.08883813886666
2PL,500,1,16,7,148.61517523429998
2PL,500,2,16,1,491.6519695087666
2PL,500,2,16,3,450.3550028162667
2PL,500,2,16,5,397.664822857
2PL,500,2,16,7,348.93898056796667
2PL,500,4,16,1,1294.7525087563333
2PL,500,4,16,3,1140.1020701004666
2PL,500,4,16,5,1084.2203676323334
2PL,500,4,16,7,982.2486115251668
2PL,500,8,16,1,2540.9142483993332
2PL,500,8,16,3,2453.384307904
2PL,500,8,16,5,2254.8564377979333
2PL,500,8,16,7,2141.3560854522666
2PL,500,16,16,1,3900.477133088667
2PL,500,16,16,3,3911.948828144333
2PL,500,16,16,5,3746.788695349667
2PL,500,16,16,7,3517.4698789266663
2PL,500,32,16,1,4610.775194653666
2PL,500,32,16,3,4619.986276337
2PL,500,64,16,1,4597.384026317
2PL,500,128,16,1,4486.140275291334
2PL,1000,1,16,1,167.93624450343333
2PL,1000,1,16,3,146.8021079119
2PL,1000,1,16,5,128.7032424125
2PL,1000,1,16,7,119.6840979095
2PL,1000,2,16,1,270.6539010202
2PL,1000,2,16,3,291.9444917179
2PL,1000,2,16,5,257.9700328392
2PL,1000,2,16,7,232.08309900356664
2PL,1000,4,16,1,813.0366485697333
2PL,1000,4,16,3,780.6383163870332
2PL,1000,4,16,5,746.6568162347667
2PL,1000,4,16,7,651.7252080191333
2PL,1000,8,16,1,2432.438193164
2PL,1000,8,16,3,2126.464649833333
2PL,1000,8,16,5,1826.4313776881665
2PL,1000,8,16,7,1719.2975874827334
2PL,1000,16,16,1,4832.906088412333
2PL,1000,16,16,3,4421.915485505334
2PL,1000,16,16,5,3893.2790564839997
2PL,1000,16,16,7,3430.1610457776665
2PL,1000,32,16,1,8188.0362992656665
2PL,1000,32,16,3,7918.127712785335
2PL,1000,64,16,1,8903.065718333333
2PL,1000,128,16,1,8698.764446053667
2PL,2000,1,16,1,124.87761200516667
2PL,2000,1,16,3,117.9159140391
2PL,2000,1,16,5,104.9417264201
2PL,2000,1,16,7,96.3441502225
2PL,2000,2,16,1,175.86554806106668
2PL,2000,2,16,3,193.70188929156666
2PL,2000,2,16,5,182.86497926213335
2PL,2000,2,16,7,159.75714252253331
2PL,2000,4,16,1,428.3989216024667
2PL,2000,4,16,3,473.51981221546663
2PL,2000,4,16,5,457.96072272149996
2PL,2000,4,16,7,415.1777552705333
2PL,2000,8,16,1,1350.383233194
2PL,2000,8,16,3,1224.3032320262666
2PL,2000,8,16,5,1081.8572372843335
2PL,2000,8,16,7,1044.8779433334666
2PL,2000,16,16,1,3532.591052524333
2PL,2000,16,16,3,3009.367087303
2PL,2000,16,16,5,2477.9531576633335
2PL,2000,16,16,7,2162.9671155103333
2PL,2000,32,16,1,9445.289276749
2PL,2000,32,16,3,8011.868900068667
2PL,2000,64,16,1,14597.389472638335
2PL,2000,128,16,1,13799.574384509333
2PL,4000,1,16,1,93.49938873758667
2PL,4000,1,16,3,87.86005459133332
2PL,4000,1,16,5,79.32793412317
2PL,4000,1,16,7,68.75266681026
2PL,4000,2,16,1,141.57803105076667
2PL,4000,2,16,3,161.76196104
2PL,4000,2,16,5,153.62157280446667
2PL,4000,2,16,7,134.70768578326667
2PL,4000,4,16,1,272.3014532514
2PL,4000,4,16,3,309.7220439568334
2PL,4000,4,16,5,297.2314162146333
2PL,4000,4,16,7,282.36583588916665
2PL,4000,8,16,1,678.0599987004999
2PL,4000,8,16,3,725.2500480998666
2PL,4000,8,16,5,614.7007748527334
2PL,4000,8,16,7,624.8028852962667
2PL,4000,16,16,1,1688.7743678656668
2PL,4000,16,16,3,1532.5970017839334
2PL,4000,16,16,5,1283.0900630305669
2PL,4000,16,16,7,1136.6155349803
2PL,4000,32,16,1,6129.811611781
2PL,4000,32,16,3,4935.596642629
2PL,4000,64,16,1,13874.468367391666
2PL,4000,128,16,1,15125.069621572335
Janus,1,1,16,1,378.59195353726665
Janus,1,1,16,3,296.01694792160004
Janus,1,1,16,5,284.40539249399995
Janus,1,1,16,7,291.3063220756667
Janus,1,2,16,1,347.49522396106676
Janus,1,2,16,3,298.7462438369
Janus,1,2,16,5,290.3165551178667
Janus,1,2,16,7,285.27251170563335
Janus,1,4,16,1,345.26563093626663
Janus,1,4,16,3,291.10736770399
Janus,1,4,16,5,272.8861771598567
Janus,1,4,16,7,271.28509675511003
Janus,1,8,16,1,331.582937759
Janus,1,8,16,3,301.5355116635333
Janus,1,8,16,5,280.6946929816733
Janus,1,8,16,7,276.84817308704334
Janus,1,16,16,1,326.1328713167
Janus,1,16,16,3,293.0854791742
Janus,1,16,16,5,269.18064802298335
Janus,1,16,16,7,261.37014761613335
Janus,1,32,16,1,328.4730213044
Janus,1,32,16,3,295.7275784001
Janus,1,32,16,5,298.9707039718433
Janus,1,64,16,1,324.86748514903337
Janus,1,128,16,1,330.4570260709
Janus,10,1,16,1,2112.742423783
Janus,10,1,16,3,1836.2366215216498
Janus,10,1,16,5,1825.5055985061665
Janus,10,1,16,7,1922.4126234407333
Janus,10,2,16,1,2153.6573945496334
Janus,10,2,16,3,2089.0280204434
Janus,10,2,16,5,2072.2636688471666
Janus,10,2,16,7,2089.184003958633
Janus,10,4,16,1,2308.8110250075333
Janus,10,4,16,3,2130.6493808440996
Janus,10,4,16,5,2046.5902133990667
Janus,10,4,16,7,2050.7597902005
Janus,10,8,16,1,2279.5709117758665
Janus,10,8,16,3,2126.8264623232
Janus,10,8,16,5,2057.7240378355
Janus,10,8,16,7,1958.49626853
Janus,10,16,16,1,2280.4050377826
Janus,10,16,16,3,2096.727762792567
Janus,10,16,16,5,2004.051932476
Janus,10,16,16,7,1936.9674767462668
Janus,10,32,16,1,2283.1225948485667
Janus,10,32,16,3,2145.2015124529667
Janus,10,32,16,5,1984.7884915638667
Janus,10,64,16,1,2232.1168745775667
Janus,10,128,16,1,2231.122535702567
Janus,20,1,16,1,2942.8289301476666
Janus,20,1,16,3,2384.87823102985
Janus,20,1,16,5,2452.3043214424665
Janus,20,1,16,7,2446.2467525879
Janus,20,2,16,1,3344.8016141246667
Janus,20,2,16,3,2603.146142888667
Janus,20,2,16,5,2621.6227096550997
Janus,20,2,16,7,2736.6060605826665
Janus,20,4,16,1,3185.0784628233337
Janus,20,4,16,3,2603.639514183033
Janus,20,4,16,5,2574.2003317491
Janus,20,4,16,7,2646.9609400153336
Janus,20,8,16,1,3137.967042815333
Janus,20,8,16,3,2646.9877726323334
Janus,20,8,16,5,2575.241269674367
Janus,20,8,16,7,2566.487952667733
Janus,20,16,16,1,3116.560020323
Janus,20,16,16,3,2562.2058344972997
Janus,20,16,16,5,2512.0106488973997
Janus,20,16,16,7,2473.1179129167
Janus,20,32,16,1,3172.2028948549996
Janus,20,32,16,3,2572.452926824033
Janus,20,32,16,5,2476.3368456625
Janus,20,64,16,1,3105.315959447
Janus,20,128,16,1,3115.609600769
Janus,40,1,16,1,4398.114827024333
Janus,40,1,16,3,2951.9355004690005
Janus,40,1,16,5,2993.449203847333
Janus,40,1,16,7,2956.395528178667
Janus,40,2,16,1,4738.620700698
Janus,40,2,16,3,3047.5547129673337
Janus,40,2,16,5,3053.9504458640004
Janus,40,2,16,7,3171.7065775726664
Janus,40,4,16,1,4894.624444466001
Janus,40,4,16,3,3150.1953273099994
Janus,40,4,16,5,3088.1344851936665
Janus,40,4,16,7,3155.444716803333
Janus,40,8,16,1,4771.85742575
Janus,40,8,16,3,3064.0623384073333
Janus,40,8,16,5,3067.1822278846666
Janus,40,8,16,7,3059.386667163
Janus,40,16,16,1,4539.333133282334
Janus,40,16,16,3,3038.0053245413333
Janus,40,16,16,5,2961.327257853667
Janus,40,16,16,7,2940.3771975879995
Janus,40,32,16,1,4475.6524759173335
Janus,40,32,16,3,3036.006482583
Janus,40,32,16,5,2917.135760697333
Janus,40,64,16,1,4441.435293571333
Janus,40,128,16,1,4372.845372959667
Janus,80,1,16,1,4399.380716726667
Janus,80,1,16,3,3946.2541228150003
Janus,80,1,16,5,3623.5121705163333
Janus,80,1,16,7,3405.0955458036665
Janus,80,2,16,1,4849.887822777667
Janus,80,2,16,3,3815.2530502526665
Janus,80,2,16,5,3612.902033961333
Janus,80,2,16,7,3515.444462438
Janus,80,4,16,1,4851.594748591667
Janus,80,4,16,3,3997.7643374666673
Janus,80,4,16,5,3843.7363778430004
Janus,80,4,16,7,3713.581277255667
Janus,80,8,16,1,5148.19478236
Janus,80,8,16,3,4147.524684160667
Janus,80,8,16,5,3967.351093603667
Janus,80,8,16,7,3820.4877434493333
Janus,80,16,16,1,4579.369712274
Janus,80,16,16,3,4200.188465600333
Janus,80,16,16,5,3972.8098188506665
Janus,80,16,16,7,3801.952778669667
Janus,80,32,16,1,4529.449164511333
Janus,80,32,16,3,4282.405408694667
Janus,80,32,16,5,4034.96612205
Janus,80,64,16,1,4429.030712451334
Janus,80,128,16,1,4268.972446769666
Janus,100,1,16,1,718.2022693013
Janus,100,1,16,5,663.7221933148
Janus,100,1,16,7,629.1276699763999
Janus,100,2,16,1,888.6627551987
Janus,100,2,16,3,774.9350672415
Janus,100,2,16,5,751.3851898777999
Janus,100,2,16,7,754.0383959022333
Janus,100,4,16,1,868.4949169543667
Janus,100,4,16,3,807.6077164002
Janus,100,4,16,5,759.5048675768334
Janus,100,4,16,7,703.9729535968332
Janus,100,8,16,1,823.7431002831332
Janus,100,8,16,3,738.8608756550333
Janus,100,8,16,5,688.4616082654001
Janus,100,8,16,7,641.6908869355334
Janus,100,16,16,1,788.6045044164333
Janus,100,16,16,3,665.6032378183
Janus,100,16,16,5,627.4759691737
Janus,100,16,16,7,560.2009973594
Janus,100,32,16,1,762.7750711413333
Janus,100,32,16,3,636.0964189107
Janus,100,32,16,5,556.8552344321666
Janus,100,64,16,1,746.1804644595333
Janus,100,128,16,1,719.5193835853333
Janus,200,1,16,1,1488.8273698996
Janus,200,1,16,3,1425.2109244742999
Janus,200,1,16,5,1351.9104099797332
Janus,200,1,16,7,1281.2426706316667
Janus,200,2,16,1,1741.1414557071
Janus,200,2,16,3,1593.1286097076334
Janus,200,2,16,5,1499.7612915660666
Janus,200,2,16,7,1462.3537832811
Janus,200,4,16,1,1740.8430555047332
Janus,200,4,16,3,1608.7842884700333
Janus,200,4,16,5,1499.7612388228
Janus,200,4,16,7,1443.215989644167
Janus,200,8,16,1,1663.6529895780666
Janus,200,8,16,3,1478.2966416638335
Janus,200,8,16,5,1397.2045135137002
